,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBMAS,POBFEM,REL_H_M,P_18YMAS,P_60YMAS,P_0A2,P_3A5,P_6A11,P_12A14,P_15A17,P_18A24,PEA,PE_INAC,POCUPADA,PDESOCUP,PSINDER,PDER_SS,TVIVHAB,VIVPAR_HAB,PROM_OCUP,GRAPROES,CVE_ENT,Entidad federativa,CVE_MUN,Nombre del municipio,CVE_LOC,Nombre de la localidad,Folio de la AGEB,Población total ,Viviendas particulares habitadas,Población de 15 años y más con educación básica incompleta,Población de 15 a 24 años que no asiste a la escuela,Población sin derechohabiencia a servicios de salud,Personas que viven en hacinamiento,Viviendas que no disponen de excusado o sanitario,Viviendas que no disponen de lavadora,Viviendas que no disponen de refrigerador,Viviendas que no disponen de teléfono fijo,Población de 15 años o más analfabeta,Población de 6 a 14 años que no asiste a la escuela,Viviendas con piso de tierra,Viviendas que no disponen de agua entubada de la red pública,Viviendas que no disponen de drenaje,Viviendas que no disponen de energía eléctrica,Grado de rezago social (clases latentes) 
2118,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2199,0,5763,2866,2897,99,3623,328,368,374,710,327,335,803,2272,1993,2125,147,2823,2910,1405,1397,4,8,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012199,3630.0,1021.0,22.1,45.5,31.4,1.9,0.5,18.9,5.7,25.7,1.5,2.0,4.4,0.1,0.0,0.0,Bajo
2119,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2199,0,5763,2866,2897,99,3623,328,368,374,710,327,335,803,2272,1993,2125,147,2823,2910,1405,1397,4,8,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012199,5227.0,1343.0,31.0,57.1,34.5,6.1,2.5,21.9,8.8,33.1,3.1,3.0,0.8,0.0,0.1,0.1,Bajo
2120,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2199,0,5763,2866,2897,99,3623,328,368,374,710,327,335,803,2272,1993,2125,147,2823,2910,1405,1397,4,8,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012199,5763.0,1397.0,44.9,67.8,49.0,11.7,1.9,36.3,24.3,56.9,4.8,4.2,3.5,3.7,0.7,0.1,Bajo
2121,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2201,0,5068,2395,2673,90,3790,741,164,226,409,211,249,614,2448,1787,2322,126,1367,3667,1446,1440,4,10,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012201,5068.0,1440.0,25.6,43.5,27.0,4.9,1.7,24.6,9.9,33.1,1.8,3.9,0.3,0.1,0.0,0.1,Bajo
2122,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2201,0,5068,2395,2673,90,3790,741,164,226,409,211,249,614,2448,1787,2322,126,1367,3667,1446,1440,4,10,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012201,2830.0,645.0,34.5,55.5,31.2,5.1,0.3,20.6,7.6,31.9,2.5,4.9,2.8,0.0,0.0,0.0,Bajo
2123,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2201,0,5068,2395,2673,90,3790,741,164,226,409,211,249,614,2448,1787,2322,126,1367,3667,1446,1440,4,10,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012201,7878.0,1902.0,45.9,67.6,49.6,11.1,1.1,37.8,24.6,48.8,5.1,3.9,2.3,0.3,0.1,0.2,Bajo
2124,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2201,0,2830,1387,1443,96,1967,213,145,141,271,154,132,394,1343,899,1303,40,882,1921,651,645,4,9,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012201,5068.0,1440.0,25.6,43.5,27.0,4.9,1.7,24.6,9.9,33.1,1.8,3.9,0.3,0.1,0.0,0.1,Bajo
2125,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2201,0,2830,1387,1443,96,1967,213,145,141,271,154,132,394,1343,899,1303,40,882,1921,651,645,4,9,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012201,2830.0,645.0,34.5,55.5,31.2,5.1,0.3,20.6,7.6,31.9,2.5,4.9,2.8,0.0,0.0,0.0,Bajo
2126,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2201,0,2830,1387,1443,96,1967,213,145,141,271,154,132,394,1343,899,1303,40,882,1921,651,645,4,9,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012201,7878.0,1902.0,45.9,67.6,49.6,11.1,1.1,37.8,24.6,48.8,5.1,3.9,2.3,0.3,0.1,0.2,Bajo
2127,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2201,0,7878,3864,4014,96,4994,475,459,517,997,423,453,1102,3208,2642,3006,202,3907,3932,1913,1902,4,8,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012201,5068.0,1440.0,25.6,43.5,27.0,4.9,1.7,24.6,9.9,33.1,1.8,3.9,0.3,0.1,0.0,0.1,Bajo
2128,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2201,0,7878,3864,4014,96,4994,475,459,517,997,423,453,1102,3208,2642,3006,202,3907,3932,1913,1902,4,8,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012201,2830.0,645.0,34.5,55.5,31.2,5.1,0.3,20.6,7.6,31.9,2.5,4.9,2.8,0.0,0.0,0.0,Bajo
2129,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2201,0,7878,3864,4014,96,4994,475,459,517,997,423,453,1102,3208,2642,3006,202,3907,3932,1913,1902,4,8,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012201,7878.0,1902.0,45.9,67.6,49.6,11.1,1.1,37.8,24.6,48.8,5.1,3.9,2.3,0.3,0.1,0.2,Bajo
2130,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2216,0,3901,1810,2091,87,2880,566,161,144,338,162,201,431,1840,1399,1713,127,1225,2658,1081,1076,4,10,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012216,3901.0,1076.0,25.9,48.1,31.4,4.7,0.6,26.1,9.8,33.2,1.9,3.6,0.0,0.1,0.1,0.1,Bajo
2131,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2216,0,3901,1810,2091,87,2880,566,161,144,338,162,201,431,1840,1399,1713,127,1225,2658,1081,1076,4,10,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012216,3253.0,714.0,39.6,63.4,42.6,13.7,1.0,23.5,13.2,43.7,4.1,2.7,4.5,3.4,1.3,0.7,Bajo
2132,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2216,0,3901,1810,2091,87,2880,566,161,144,338,162,201,431,1840,1399,1713,127,1225,2658,1081,1076,4,10,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012216,11295.0,2566.0,43.1,68.6,47.9,8.2,0.6,29.1,16.8,41.7,3.2,4.1,1.6,4.4,0.4,0.2,Bajo
2133,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2216,0,3253,1588,1665,95,2138,210,186,203,340,185,180,470,1475,1022,1396,79,1387,1844,720,714,5,8,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012216,3901.0,1076.0,25.9,48.1,31.4,4.7,0.6,26.1,9.8,33.2,1.9,3.6,0.0,0.1,0.1,0.1,Bajo
2134,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2216,0,3253,1588,1665,95,2138,210,186,203,340,185,180,470,1475,1022,1396,79,1387,1844,720,714,5,8,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012216,3253.0,714.0,39.6,63.4,42.6,13.7,1.0,23.5,13.2,43.7,4.1,2.7,4.5,3.4,1.3,0.7,Bajo
2135,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2216,0,3253,1588,1665,95,2138,210,186,203,340,185,180,470,1475,1022,1396,79,1387,1844,720,714,5,8,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012216,11295.0,2566.0,43.1,68.6,47.9,8.2,0.6,29.1,16.8,41.7,3.2,4.1,1.6,4.4,0.4,0.2,Bajo
2136,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2216,0,11295,5605,5690,99,7181,640,674,757,1340,610,621,1625,4489,3893,4233,256,5413,5755,2602,2566,4,8,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012216,3901.0,1076.0,25.9,48.1,31.4,4.7,0.6,26.1,9.8,33.2,1.9,3.6,0.0,0.1,0.1,0.1,Bajo
2137,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2216,0,11295,5605,5690,99,7181,640,674,757,1340,610,621,1625,4489,3893,4233,256,5413,5755,2602,2566,4,8,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012216,3253.0,714.0,39.6,63.4,42.6,13.7,1.0,23.5,13.2,43.7,4.1,2.7,4.5,3.4,1.3,0.7,Bajo
2138,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2216,0,11295,5605,5690,99,7181,640,674,757,1340,610,621,1625,4489,3893,4233,256,5413,5755,2602,2566,4,8,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012216,11295.0,2566.0,43.1,68.6,47.9,8.2,0.6,29.1,16.8,41.7,3.2,4.1,1.6,4.4,0.4,0.2,Bajo
2139,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2220,0,5981,2844,3137,91,4385,815,214,248,525,296,309,683,2786,2190,2604,182,1909,4062,1686,1686,4,10,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012220,5981.0,1686.0,27.9,44.2,31.9,4.2,2.5,26.4,11.2,35.8,1.8,3.0,0.1,0.0,0.0,0.2,Bajo
2140,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2220,0,5981,2844,3137,91,4385,815,214,248,525,296,309,683,2786,2190,2604,182,1909,4062,1686,1686,4,10,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012220,3397.0,780.0,37.8,62.8,41.5,8.6,1.0,23.3,11.5,36.9,3.1,2.8,1.2,0.3,0.1,0.0,Bajo
2141,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2220,0,5981,2844,3137,91,4385,815,214,248,525,296,309,683,2786,2190,2604,182,1909,4062,1686,1686,4,10,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012220,4991.0,1230.0,46.2,66.8,47.5,12.3,0.8,35.3,20.2,51.1,6.7,3.9,5.0,7.2,0.2,0.1,Bajo
2142,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2220,0,3397,1686,1711,99,2276,227,192,188,368,166,182,455,1545,1046,1454,91,1411,1959,788,780,4,9,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012220,5981.0,1686.0,27.9,44.2,31.9,4.2,2.5,26.4,11.2,35.8,1.8,3.0,0.1,0.0,0.0,0.2,Bajo
2143,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2220,0,3397,1686,1711,99,2276,227,192,188,368,166,182,455,1545,1046,1454,91,1411,1959,788,780,4,9,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012220,3397.0,780.0,37.8,62.8,41.5,8.6,1.0,23.3,11.5,36.9,3.1,2.8,1.2,0.3,0.1,0.0,Bajo
2144,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2220,0,3397,1686,1711,99,2276,227,192,188,368,166,182,455,1545,1046,1454,91,1411,1959,788,780,4,9,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012220,4991.0,1230.0,46.2,66.8,47.5,12.3,0.8,35.3,20.2,51.1,6.7,3.9,5.0,7.2,0.2,0.1,Bajo
2145,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2220,0,4991,2446,2545,96,3216,327,309,325,586,271,283,657,2055,1705,1887,168,2372,2608,1230,1230,4,8,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012220,5981.0,1686.0,27.9,44.2,31.9,4.2,2.5,26.4,11.2,35.8,1.8,3.0,0.1,0.0,0.0,0.2,Bajo
2146,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2220,0,4991,2446,2545,96,3216,327,309,325,586,271,283,657,2055,1705,1887,168,2372,2608,1230,1230,4,8,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012220,3397.0,780.0,37.8,62.8,41.5,8.6,1.0,23.3,11.5,36.9,3.1,2.8,1.2,0.3,0.1,0.0,Bajo
2147,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2220,0,4991,2446,2545,96,3216,327,309,325,586,271,283,657,2055,1705,1887,168,2372,2608,1230,1230,4,8,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012220,4991.0,1230.0,46.2,66.8,47.5,12.3,0.8,35.3,20.2,51.1,6.7,3.9,5.0,7.2,0.2,0.1,Bajo
2148,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2235,0,4171,1981,2190,90,3161,632,130,133,355,189,191,496,1898,1620,1785,113,1293,2854,1045,1041,4,11,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012235,4171.0,1041.0,22.5,44.5,31.0,1.7,0.7,14.8,3.5,16.7,2.2,1.8,0.6,0.1,0.0,0.0,Bajo
2149,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2235,0,4171,1981,2190,90,3161,632,130,133,355,189,191,496,1898,1620,1785,113,1293,2854,1045,1041,4,11,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012235,4172.0,946.0,34.3,56.6,36.6,7.5,0.7,22.2,12.5,35.1,2.7,4.5,0.7,0.0,0.0,0.0,Bajo
2150,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,2235,0,4171,1981,2190,90,3161,632,130,133,355,189,191,496,1898,1620,1785,113,1293,2854,1045,1041,4,11,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012235,5712.0,1388.0,38.9,65.4,53.2,8.6,0.4,29.0,16.9,48.4,3.3,4.1,2.5,0.1,0.1,0.1,Bajo
2151,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2235,0,4172,1984,2188,91,2799,258,217,228,469,204,228,590,1855,1368,1759,96,1527,2614,955,946,4,9,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012235,4171.0,1041.0,22.5,44.5,31.0,1.7,0.7,14.8,3.5,16.7,2.2,1.8,0.6,0.1,0.0,0.0,Bajo
2152,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2235,0,4172,1984,2188,91,2799,258,217,228,469,204,228,590,1855,1368,1759,96,1527,2614,955,946,4,9,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012235,4172.0,946.0,34.3,56.6,36.6,7.5,0.7,22.2,12.5,35.1,2.7,4.5,0.7,0.0,0.0,0.0,Bajo
2153,9,Distrito Federal,10,Álvaro Obregón,1,Total AGEB urbana,2235,0,4172,1984,2188,91,2799,258,217,228,469,204,228,590,1855,1368,1759,96,1527,2614,955,946,4,9,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012235,5712.0,1388.0,38.9,65.4,53.2,8.6,0.4,29.0,16.9,48.4,3.3,4.1,2.5,0.1,0.1,0.1,Bajo
2154,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2235,0,5712,2804,2908,96,3670,309,338,380,673,327,320,828,2351,1960,2265,86,3041,2661,1389,1388,4,8,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,0900500012235,4171.0,1041.0,22.5,44.5,31.0,1.7,0.7,14.8,3.5,16.7,2.2,1.8,0.6,0.1,0.0,0.0,Bajo
2155,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2235,0,5712,2804,2908,96,3670,309,338,380,673,327,320,828,2351,1960,2265,86,3041,2661,1389,1388,4,8,9,Distrito Federal,10.0,Álvaro Obregón,1.0,ÁLVARO OBREGÓN,0901000012235,4172.0,946.0,34.3,56.6,36.6,7.5,0.7,22.2,12.5,35.1,2.7,4.5,0.7,0.0,0.0,0.0,Bajo
2156,15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2235,0,5712,2804,2908,96,3670,309,338,380,673,327,320,828,2351,1960,2265,86,3041,2661,1389,1388,4,8,15,México,33.0,Ecatepec de Morelos,1.0,ECATEPEC DE MORELOS,1503300012235,5712.0,1388.0,38.9,65.4,53.2,8.6,0.4,29.0,16.9,48.4,3.3,4.1,2.5,0.1,0.1,0.1,Bajo
2157,9,Distrito Federal,5,Gustavo A. Madero,1,Total AGEB urbana,224A,0,3859,1811,2048,88,2919,581,99,138,311,165,188,410,1753,1512,1627,126,1302,2515,916,903,4,11,9,Distrito Federal,5.0,Gustavo A. Madero,1.0,GUSTAVO A. MADERO,090050001224A,3859.0,903.0,22.4,38.3,33.7,1.9,1.2,16.8,5.2,17.4,2.1,1.5,0.2,0.1,0.2,0.0,Bajo
