,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBMAS,POBFEM,REL_H_M,P_18YMAS,P_60YMAS,P_0A2,P_3A5,P_6A11,P_12A14,P_15A17,P_18A24,PEA,PE_INAC,POCUPADA,PDESOCUP,PSINDER,PDER_SS,TVIVHAB,VIVPAR_HAB,PROM_OCUP,GRAPROES,CVE_ENT,Entidad federativa,CVE_MUN,Nombre del municipio,CVE_LOC,Nombre de la localidad,Folio de la AGEB,Población total ,Viviendas particulares habitadas,Población de 15 años y más con educación básica incompleta,Población de 15 a 24 años que no asiste a la escuela,Población sin derechohabiencia a servicios de salud,Personas que viven en hacinamiento,Viviendas que no disponen de excusado o sanitario,Viviendas que no disponen de lavadora,Viviendas que no disponen de refrigerador,Viviendas que no disponen de teléfono fijo,Población de 15 años o más analfabeta,Población de 6 a 14 años que no asiste a la escuela,Viviendas con piso de tierra,Viviendas que no disponen de agua entubada de la red pública,Viviendas que no disponen de drenaje,Viviendas que no disponen de energía eléctrica,Grado de rezago social (clases latentes) 
4152,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5249,0,2875,1384,1491,93,1978,126,130,129,308,163,167,331,1399,902,1351,48,806,2068,857,857,3,12,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015249,2875.0,857.0,11.5,37.5,28.0,0.5,0.2,14.5,3.4,24.7,0.6,1.7,0.0,3.7,0.1,0.0,Bajo
4153,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5253,0,3923,1859,2064,90,2458,145,198,204,488,266,239,543,1717,1242,1668,49,1691,2161,1047,1024,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015253,3923.0,1024.0,25.4,53.8,43.1,3.4,0.1,21.6,7.6,36.9,2.0,2.9,0.4,0.0,0.0,0.1,Bajo
4154,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5268,0,5364,2540,2824,90,3315,275,288,350,713,340,344,660,2254,1738,2187,67,2571,2777,1375,1371,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015268,5364.0,1371.0,35.5,60.4,47.9,10.5,1.2,32.2,15.8,49.3,3.7,5.3,3.4,0.6,0.7,0.0,Bajo
4155,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5272,0,3293,1575,1718,92,2417,422,119,141,299,122,156,400,1552,1138,1455,97,1284,1966,907,894,4,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015272,3293.0,894.0,23.3,45.9,39.0,6.1,0.7,22.1,8.7,25.4,1.6,2.6,0.4,1.7,0.6,0.0,Bajo
4156,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5287,0,3531,1677,1854,90,2625,421,130,138,297,170,156,408,1785,1159,1709,76,1170,2347,1172,1168,3,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015287,3531.0,1168.0,22.3,50.0,33.1,3.4,0.2,28.6,7.8,24.6,1.3,2.8,0.3,0.1,0.0,0.1,Bajo
4157,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5291,0,2923,1419,1504,94,1825,146,171,194,365,157,184,383,1214,946,1124,90,1216,1678,716,707,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015291,2923.0,707.0,44.6,66.1,41.6,10.3,0.1,36.1,19.8,51.6,4.1,5.0,2.3,10.5,0.0,0.0,Bajo
4158,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5304,0,5096,2474,2622,94,3266,355,302,303,576,277,283,581,2156,1661,2010,146,1790,3217,1236,1207,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015304,5096.0,1207.0,39.3,60.4,35.1,9.3,0.6,33.9,17.8,45.2,5.1,4.1,1.5,0.3,0.1,0.2,Bajo
4159,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5319,0,3462,1652,1810,91,2148,225,238,240,427,197,197,449,1403,1122,1341,62,1591,1851,824,819,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015319,3462.0,819.0,43.8,69.0,46.0,18.1,0.4,41.3,25.8,51.0,6.5,3.4,2.8,0.9,0.1,0.0,Bajo
4160,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5323,0,2947,1444,1503,96,1737,154,202,206,401,176,209,403,1189,930,1102,87,1526,1398,705,700,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015323,2947.0,700.0,44.9,67.5,51.8,20.7,0.4,48.9,32.6,59.4,6.6,5.7,6.0,21.0,0.4,0.0,Medio
4161,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5338,0,6236,3073,3163,97,3820,278,435,429,742,362,406,932,2590,1984,2413,177,2691,3494,1528,1514,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015338,6236.0,1514.0,48.2,69.1,43.2,20.8,1.1,46.7,28.5,47.2,5.8,5.1,5.7,14.5,1.0,0.3,Bajo
4162,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5342,0,4536,2236,2300,97,2625,154,308,277,622,313,358,618,1784,1503,1671,113,1812,2681,1053,1042,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015342,4536.0,1042.0,46.4,62.1,39.9,18.7,0.7,46.4,32.6,45.5,5.5,4.0,7.2,38.2,1.1,0.5,Medio
4163,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5357,0,3018,1435,1583,91,2123,359,123,142,323,122,177,327,1348,1062,1265,83,969,2040,800,798,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015357,3018.0,798.0,27.9,41.5,32.1,4.5,0.5,17.4,6.4,28.2,1.7,3.6,0.8,0.3,0.3,0.0,Bajo
4164,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5361,0,2265,1082,1183,91,1264,20,124,195,383,177,121,149,762,798,754,8,82,2176,542,542,4,12,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015361,2265.0,542.0,8.4,21.1,3.6,0.0,0.4,3.1,0.9,32.8,0.2,1.6,0.0,0.2,0.0,0.0,Bajo
4165,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5376,0,1001,501,500,100,547,7,58,78,187,80,51,55,402,275,397,5,15,984,244,244,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015376,1001.0,244.0,12.4,24.5,1.5,0.0,0.0,7.8,0.8,44.7,0.3,0.4,0.4,0.4,0.0,0.0,Bajo
4166,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5380,0,8155,3982,4173,95,5142,383,455,475,1022,495,559,1141,3342,2842,3207,135,3779,4365,1991,1988,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015380,8155.0,1988.0,41.2,58.4,46.3,11.8,0.4,38.6,18.2,46.9,4.3,4.2,1.8,2.7,0.2,0.1,Bajo
4167,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5395,0,3457,1705,1752,97,2065,108,209,200,476,240,255,513,1389,1161,1318,71,1661,1782,769,765,5,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015395,3457.0,765.0,45.5,65.1,48.0,12.3,0.0,31.5,14.0,53.1,4.6,5.4,1.7,20.0,0.0,0.0,Medio
4168,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5408,0,3156,1507,1649,91,1951,135,173,191,374,211,222,458,1320,1060,1230,90,1487,1635,734,723,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015408,3156.0,723.0,34.1,60.9,47.1,17.9,0.3,29.5,11.2,47.6,2.6,1.7,0.3,0.3,0.0,0.1,Bajo
4169,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5412,0,2644,1254,1390,90,1723,119,128,148,279,162,186,403,1190,879,1150,40,1013,1609,620,614,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015412,2644.0,614.0,30.3,51.4,38.3,7.4,0.2,25.7,9.1,36.2,1.9,2.7,0.8,0.3,0.0,0.0,Bajo
4170,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5427,0,4187,1966,2221,89,2651,190,201,216,507,272,301,599,1767,1454,1660,107,1862,2282,994,981,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015427,4187.0,981.0,33.8,50.9,44.5,12.9,1.2,28.0,10.0,38.1,3.3,4.7,2.1,0.4,0.0,0.0,Bajo
4171,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5431,0,2069,927,1142,81,1460,252,62,85,199,82,98,186,957,679,932,25,693,1284,588,561,4,12,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015431,2069.0,561.0,16.3,41.5,33.5,3.6,0.7,13.9,2.9,17.1,0.8,2.5,0.5,0.0,0.0,0.0,Bajo
4172,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5446,0,3695,1735,1960,89,2748,639,107,121,255,147,148,396,1738,1286,1651,87,1126,2388,1021,964,4,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015446,3695.0,964.0,20.3,43.9,30.5,2.4,0.3,20.2,5.8,21.6,1.4,4.2,0.1,0.1,0.0,0.1,Bajo
4173,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5450,0,3745,1778,1967,90,2562,289,182,198,409,192,195,499,1652,1282,1532,120,1707,2028,975,973,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015450,3745.0,973.0,37.5,54.8,45.6,6.7,1.0,30.8,14.8,44.5,3.5,4.2,0.4,0.2,0.0,0.1,Bajo
4174,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5465,0,1773,864,909,95,1210,109,69,79,184,111,114,206,813,618,771,42,702,1061,507,505,4,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015465,1773.0,505.0,18.4,39.4,39.6,1.6,1.0,21.0,7.1,34.1,2.3,3.1,0.2,0.0,0.0,0.0,Bajo
4175,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,547A,0,3577,1742,1835,95,2213,129,199,179,463,238,248,445,1507,1189,1425,82,1444,2084,902,890,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,090070001547A,3577.0,890.0,26.9,52.7,40.4,7.4,0.0,21.0,12.9,38.5,2.0,3.4,0.9,1.6,0.0,0.2,Bajo
4176,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5484,0,3993,1880,2113,89,2699,173,191,196,418,234,237,551,1835,1331,1747,88,1315,2657,1137,1131,4,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015484,3993.0,1131.0,18.4,42.9,32.9,15.1,1.1,19.9,11.0,32.3,2.4,1.7,0.4,1.2,0.2,0.1,Bajo
4177,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5499,0,4626,2289,2337,98,2935,238,293,266,549,268,294,641,1953,1537,1848,105,2535,2056,985,978,5,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015499,4626.0,978.0,43.4,63.7,54.8,11.4,0.3,33.1,18.1,41.8,4.8,5.3,2.8,25.3,0.0,0.2,Medio
4178,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5501,0,5760,2823,2937,96,3308,176,357,404,852,403,427,846,2266,1857,2158,108,3216,2525,1158,1155,5,7,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015501,5760.0,1155.0,58.0,68.6,55.8,24.3,0.3,38.6,28.5,59.7,6.4,5.3,8.1,3.4,0.1,0.1,Bajo
4179,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5516,0,4876,2391,2485,96,2887,197,328,346,647,328,319,733,1974,1553,1818,156,2734,2123,989,983,5,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015516,4876.0,983.0,48.4,69.3,56.1,18.5,0.9,38.7,24.1,48.8,5.8,5.2,3.4,2.7,0.1,0.0,Bajo
4180,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5520,0,3530,1729,1801,96,2073,146,236,236,478,243,260,525,1468,1102,1333,135,1697,1825,759,758,5,7,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015520,3530.0,758.0,55.8,71.0,48.1,27.1,0.4,44.3,27.6,60.8,6.7,6.7,6.3,0.3,0.1,0.0,Medio
4181,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5535,0,3993,1951,2042,96,2825,270,166,177,346,177,189,503,1865,1316,1734,131,1367,2513,1087,1049,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015535,3993.0,1049.0,26.0,45.8,34.2,0.8,1.2,17.6,4.8,28.0,4.1,5.2,0.0,0.0,0.0,0.0,Bajo
4182,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,554A,0,1738,819,919,89,1172,72,87,80,206,91,96,205,809,549,780,29,617,1112,521,519,3,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,090070001554A,1738.0,519.0,17.7,44.5,35.5,1.2,1.5,16.4,3.9,30.8,1.3,2.4,0.0,2.5,0.0,0.0,Bajo
4183,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5554,0,2813,1341,1472,91,1897,245,140,173,289,151,148,337,1193,994,1111,82,968,1824,718,713,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015554,2813.0,713.0,34.6,56.1,34.4,8.3,0.3,27.8,10.8,36.7,3.7,3.0,0.7,7.3,0.0,0.0,Bajo
4184,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5569,0,4127,1988,2139,93,2684,198,232,230,438,226,284,526,1821,1371,1737,84,1295,2798,1118,1107,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015569,4127.0,1107.0,24.9,51.4,31.4,4.1,0.3,23.5,10.3,35.9,1.4,3.2,0.2,0.7,0.0,0.1,Bajo
4185,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5573,0,3400,1645,1755,94,2154,190,202,212,410,211,206,494,1430,1135,1304,126,1204,2188,852,851,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015573,3400.0,851.0,41.0,60.1,35.4,9.4,1.1,39.7,22.7,47.2,5.3,3.7,2.2,0.1,0.1,0.0,Bajo
4186,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5588,0,4190,2087,2103,99,2644,303,255,211,512,233,267,560,1721,1410,1646,75,1674,2440,997,975,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015588,4190.0,975.0,45.4,64.4,40.0,12.2,2.9,38.8,22.1,46.3,5.3,4.0,1.6,0.4,0.0,0.1,Bajo
4187,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5592,0,1834,882,952,93,1383,268,66,57,151,79,95,238,789,761,756,33,579,1249,499,498,4,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015592,1834.0,498.0,18.9,44.1,31.6,0.4,0.0,12.0,1.6,13.7,1.3,3.9,0.6,0.0,0.4,0.0,Bajo
4188,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5605,0,2955,1407,1548,91,1985,140,115,140,326,177,197,305,1424,931,1365,59,935,2001,901,897,3,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015605,2955.0,897.0,14.5,39.4,31.6,1.1,1.1,17.2,3.8,22.3,1.1,4.0,0.7,0.6,0.7,0.0,Bajo
4189,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,561A,0,1099,527,572,92,785,54,36,43,105,64,51,132,481,415,455,26,324,755,352,347,3,13,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,090070001561A,1099.0,347.0,8.3,32.8,29.5,0.0,0.0,9.8,0.9,14.4,0.0,0.6,0.3,0.3,0.0,0.0,Bajo
4190,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5624,0,3265,1544,1721,90,2412,212,134,137,248,147,178,534,1553,1174,1483,70,1134,2119,855,852,4,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015624,3265.0,852.0,20.6,42.4,34.7,1.5,0.2,13.7,4.0,19.0,0.9,2.5,2.9,0.0,0.1,0.0,Bajo
4191,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5639,0,1695,792,903,88,1036,84,93,95,188,93,88,225,707,507,643,64,749,843,440,406,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015639,1695.0,406.0,38.3,56.5,44.2,18.0,1.2,31.8,17.0,50.2,4.6,2.1,1.0,4.2,0.7,0.0,Bajo
4192,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5643,0,878,423,455,93,595,69,46,40,72,45,62,102,388,313,369,19,318,540,247,241,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015643,878.0,241.0,30.3,48.2,36.2,0.4,0.0,21.6,7.9,32.8,2.0,4.3,0.0,0.0,0.0,0.0,Bajo
4193,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5658,0,4024,1922,2102,91,2378,122,271,271,555,262,260,562,1666,1230,1554,112,2452,1534,978,969,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015658,4024.0,969.0,46.7,67.5,60.9,44.8,1.8,46.9,29.5,76.1,4.5,5.1,2.4,6.2,0.1,0.0,Bajo
4194,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5662,0,2342,1161,1181,98,1480,93,143,141,267,121,142,308,921,819,893,28,975,1313,589,573,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015662,2342.0,573.0,35.0,61.8,41.6,11.6,1.4,27.1,16.9,38.6,2.2,4.4,0.7,0.0,0.0,0.2,Bajo
4195,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5677,0,5999,2916,3083,95,3954,327,285,298,650,364,424,906,2647,2080,2539,108,3162,2804,1445,1437,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015677,5999.0,1437.0,31.9,49.4,52.7,10.0,0.6,24.8,11.8,36.8,2.2,3.6,2.3,0.4,0.1,0.2,Bajo
4196,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5681,0,7285,3420,3865,88,4652,252,388,398,877,427,476,896,3335,2204,3223,112,2471,4745,2128,2107,3,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015681,7285.0,2107.0,20.8,51.1,33.9,1.0,0.3,21.1,6.4,38.5,1.2,2.1,0.1,0.0,0.0,0.0,Bajo
4197,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5696,0,1565,749,816,92,941,86,88,90,228,96,98,179,656,478,631,25,628,912,410,402,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015696,1565.0,402.0,33.2,51.6,40.1,37.8,0.2,31.3,23.6,65.9,3.6,2.5,1.0,0.7,0.5,0.0,Bajo
4198,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5709,0,3013,1435,1578,91,2132,308,134,154,272,144,174,354,1379,1065,1303,76,919,2091,760,759,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015709,3013.0,759.0,27.8,44.7,30.5,3.0,0.5,16.1,7.4,28.9,2.4,3.8,0.5,0.7,0.1,0.0,Bajo
4199,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5713,0,3156,1507,1649,91,2210,233,124,149,324,157,165,411,1440,1085,1366,74,962,2161,858,849,4,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015713,3156.0,849.0,22.2,41.5,30.5,1.1,0.6,21.8,4.9,29.8,1.6,2.5,0.6,0.7,0.1,0.0,Bajo
4200,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5728,0,1569,766,803,95,1009,63,96,99,165,97,97,258,660,538,639,21,890,670,375,373,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015728,1569.0,373.0,41.5,68.7,56.7,18.1,0.3,38.3,22.5,49.1,4.4,3.4,3.2,1.9,0.0,0.3,Bajo
4201,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5732,0,2824,1392,1432,97,1883,133,134,135,305,172,180,446,1251,982,1206,45,1126,1683,733,728,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015732,2824.0,728.0,27.0,55.0,39.9,5.5,0.1,25.0,10.4,38.3,2.1,2.7,0.0,17.0,0.0,0.0,Bajo
4202,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5747,0,2030,997,1033,97,1471,109,86,102,188,83,99,350,937,710,910,27,682,1346,491,491,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015747,2030.0,491.0,28.0,59.0,33.6,0.6,0.8,14.3,2.4,21.6,1.0,3.7,0.0,0.0,0.0,0.0,Bajo
4203,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5751,0,2130,1066,1064,100,1465,115,105,113,209,109,110,330,920,759,870,50,686,1421,515,509,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015751,2130.0,509.0,27.9,53.0,32.2,0.6,0.6,14.1,5.3,25.9,1.3,3.1,0.0,0.2,0.0,0.0,Bajo
4204,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5766,0,2044,991,1053,94,1423,115,102,105,206,97,102,316,920,696,853,67,721,1311,501,498,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015766,2044.0,498.0,29.2,55.7,35.3,1.0,0.6,19.7,4.2,25.9,1.1,2.0,0.2,0.0,0.0,0.0,Bajo
4205,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5770,0,1733,844,889,95,1224,106,64,78,151,78,96,253,776,618,743,33,490,1196,440,426,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015770,1733.0,426.0,21.1,40.7,28.3,0.2,0.0,19.7,3.3,17.6,1.4,2.2,0.0,0.2,0.0,0.0,Bajo
4206,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5785,0,532,255,277,92,358,37,29,39,57,17,28,72,242,157,222,20,228,299,115,114,5,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015785,532.0,114.0,36.0,64.0,42.9,0.9,0.0,32.5,7.9,35.1,3.6,1.4,0.0,0.0,0.0,0.0,Bajo
4207,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,579A,0,352,169,183,92,245,29,15,15,37,19,21,51,169,113,152,17,171,173,80,80,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,090070001579A,352.0,80.0,41.7,65.3,48.6,1.3,2.5,23.8,6.3,31.3,4.9,7.1,0.0,0.0,0.0,0.0,Bajo
4208,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5802,0,529,254,275,92,371,34,23,25,38,23,34,76,252,176,248,4,219,293,143,138,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015802,529.0,138.0,29.9,52.7,41.4,0.7,0.0,24.6,5.8,31.2,3.0,3.3,0.0,0.0,0.0,0.0,Bajo
4209,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5817,0,574,265,309,86,391,34,22,33,52,21,34,103,266,180,255,11,313,236,143,136,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015817,574.0,136.0,31.8,60.6,54.5,0.7,0.0,27.2,10.3,42.6,3.1,1.4,0.0,0.0,0.0,0.7,Bajo
4210,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5821,0,549,252,297,85,372,38,18,28,43,31,33,81,263,173,241,22,208,317,144,136,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015821,549.0,136.0,24.7,51.8,37.9,0.0,0.0,19.1,4.4,32.4,1.5,1.4,0.0,0.0,0.0,0.0,Bajo
4211,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5836,0,551,258,293,88,369,35,25,24,60,23,32,74,244,177,227,17,202,331,152,146,4,10,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015836,551.0,146.0,24.4,52.8,36.7,0.7,0.0,21.2,6.2,38.4,3.0,2.4,0.0,0.0,0.0,0.0,Bajo
4212,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5840,0,772,383,389,98,508,57,46,39,69,42,47,117,342,254,314,28,350,400,195,188,4,8,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015840,772.0,188.0,39.8,58.5,45.3,3.2,0.0,29.8,8.5,39.4,3.8,4.5,0.0,0.0,0.0,0.0,Bajo
4213,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5855,0,573,277,296,94,380,37,34,19,61,27,37,69,261,182,249,12,202,355,146,141,4,9,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015855,573.0,141.0,38.1,67.0,35.3,0.0,0.0,22.0,12.8,33.3,2.4,3.4,0.0,0.0,0.0,0.0,Bajo
4214,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,586A,0,2404,1169,1235,95,1592,82,126,153,313,117,94,194,1162,638,1116,46,695,1699,758,755,3,13,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,090070001586A,2404.0,755.0,9.3,33.7,28.9,4.3,0.1,12.3,2.8,16.8,0.5,3.5,0.1,0.0,0.0,0.0,Bajo
4215,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5874,0,1253,609,644,95,915,118,39,44,116,67,63,128,586,455,555,31,404,835,378,375,3,14,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015874,1253.0,375.0,7.2,21.5,32.2,0.3,0.0,4.5,1.3,8.8,0.3,0.0,0.8,0.0,0.0,0.0,Bajo
4216,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5889,0,1937,951,986,96,1252,68,95,108,262,116,98,196,899,566,862,37,623,1307,562,560,3,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015889,1937.0,560.0,16.4,43.2,32.2,0.9,0.0,16.6,4.5,33.9,1.3,4.0,0.2,0.0,0.0,0.2,Bajo
4217,9,Distrito Federal,7,Iztapalapa,1,Total AGEB urbana,5893,0,5180,2515,2665,94,3544,273,217,233,507,312,351,652,2416,1779,2338,78,1610,3554,1416,1411,4,11,9,Distrito Federal,7.0,Iztapalapa,1.0,IZTAPALAPA,0900700015893,5180.0,1411.0,18.9,42.6,31.1,1.6,0.1,16.8,5.0,30.0,1.4,1.5,0.2,0.2,0.0,0.0,Bajo
