NOM_ENT,NOM_MUN,AGEB,POBTOT,PEA,Porcentaje_x,PE_INAC,Porcentaje_y,POCUPADA,Porcentaje_x,PDESOCUP,Porcentaje_y
Distrito Federal,Álvaro Obregón,092A,2254,1042,46.22892635,782,34.69387755,952,42.23602484,90,3.992901508
Distrito Federal,Álvaro Obregón,949,1034,546,52.80464217,374,36.17021277,522,50.48355899,24,2.321083172
Distrito Federal,Álvaro Obregón,953,1750,903,51.6,609,34.8,862,49.25714286,41,2.342857143
Distrito Federal,Álvaro Obregón,968,3285,1593,48.49315068,1242,37.80821918,1507,45.87519026,86,2.617960426
Distrito Federal,Álvaro Obregón,972,2568,1400,54.51713396,828,32.24299065,1360,52.95950156,40,1.557632399
Distrito Federal,Álvaro Obregón,987,1716,965,56.23543124,565,32.92540793,913,53.20512821,52,3.03030303
Distrito Federal,Álvaro Obregón,991,2654,1402,52.82592313,947,35.68198945,1376,51.84626978,26,0.979653353
Distrito Federal,Álvaro Obregón,1006,2732,1347,49.3045388,1010,36.96925329,1308,47.87701318,39,1.427525622
Distrito Federal,Álvaro Obregón,1010,2560,1244,48.59375,979,38.2421875,1193,46.6015625,51,1.9921875
Distrito Federal,Álvaro Obregón,1025,474,242,51.05485232,130,27.42616034,237,50,5,1.054852321
Distrito Federal,Álvaro Obregón,103A,2103,1151,54.73133619,608,28.91107941,1129,53.6852116,22,1.046124584
Distrito Federal,Álvaro Obregón,1044,3097,1583,51.11398127,1097,35.42137552,1522,49.14433323,61,1.969648046
Distrito Federal,Álvaro Obregón,1059,2673,1484,55.51814441,895,33.48297793,1444,54.02169847,40,1.496445941
Distrito Federal,Álvaro Obregón,1063,2508,1280,51.03668262,938,37.40031898,1268,50.55821372,12,0.4784689
Distrito Federal,Álvaro Obregón,1078,6026,2753,45.68536343,1773,29.42250249,2641,43.82675075,112,1.858612678
Distrito Federal,Álvaro Obregón,110A,3552,1886,53.09684685,1096,30.85585586,1832,51.57657658,54,1.52027027
Distrito Federal,Álvaro Obregón,1114,1159,684,59.01639344,323,27.86885246,674,58.15358067,10,0.86281277
Distrito Federal,Álvaro Obregón,1129,1370,718,52.40875912,465,33.94160584,703,51.31386861,15,1.094890511
Distrito Federal,Álvaro Obregón,1133,2019,1159,57.40465577,647,32.04556711,1120,55.47300644,39,1.931649331
Distrito Federal,Álvaro Obregón,1148,5113,2467,48.24955995,1679,32.83786427,2400,46.93917465,67,1.310385292
Distrito Federal,Álvaro Obregón,1152,2678,1424,53.17401046,825,30.80657207,1371,51.19492158,53,1.979088872
Distrito Federal,Álvaro Obregón,1171,13351,6710,50.25840761,4192,31.39839712,6491,48.61808104,219,1.640326567
Distrito Federal,Álvaro Obregón,1186,3068,1501,48.9243807,1159,37.77705346,1473,48.01173403,28,0.912646675
Distrito Federal,Álvaro Obregón,1190,3184,1580,49.62311558,1146,35.99246231,1499,47.07914573,81,2.543969849
Distrito Federal,Álvaro Obregón,1203,248,150,60.48387097,69,27.82258065,145,58.46774194,5,2.016129032
Distrito Federal,Álvaro Obregón,1218,1652,796,48.18401937,602,36.44067797,767,46.42857143,29,1.755447942
Distrito Federal,Álvaro Obregón,1222,4162,1981,47.59730899,1433,34.43056223,1869,44.90629505,112,2.691013936
Distrito Federal,Álvaro Obregón,1237,4047,1991,49.196936,1427,35.26068693,1897,46.87422782,94,2.322708179
Distrito Federal,Álvaro Obregón,1241,4498,2184,48.55491329,1654,36.77189862,2112,46.95420187,72,1.600711427
Distrito Federal,Álvaro Obregón,1260,3368,1661,49.31710214,1163,34.53087886,1637,48.60451306,24,0.712589074
Distrito Federal,Álvaro Obregón,1275,2870,1285,44.77351916,1134,39.51219512,1270,44.25087108,15,0.522648084
Distrito Federal,Álvaro Obregón,128A,2332,1217,52.18696398,757,32.46140652,1199,51.41509434,18,0.77186964
Distrito Federal,Álvaro Obregón,1294,3232,1442,44.61633663,1205,37.28341584,1424,44.05940594,18,0.556930693
Distrito Federal,Álvaro Obregón,1307,2015,1032,51.21588089,710,35.23573201,1008,50.0248139,24,1.191066998
Distrito Federal,Álvaro Obregón,1330,7665,3474,45.32289628,2364,30.84148728,3347,43.66601435,127,1.656881931
Distrito Federal,Álvaro Obregón,1345,7849,3502,44.61714868,2675,34.08077462,3265,41.59765575,237,3.019492929
Distrito Federal,Álvaro Obregón,135A,6529,2869,43.94241078,2263,34.66074437,2761,42.28825241,108,1.65415837
Distrito Federal,Álvaro Obregón,1364,5744,2683,46.70961003,1836,31.9637883,2548,44.35933148,135,2.350278552
Distrito Federal,Álvaro Obregón,1379,904,448,49.55752212,284,31.4159292,431,47.67699115,17,1.880530973
Distrito Federal,Álvaro Obregón,1434,5422,2509,46.27443748,1841,33.95426042,2405,44.35632608,104,1.918111398
Distrito Federal,Álvaro Obregón,1453,5214,2289,43.90103567,1766,33.87034906,2151,41.2543153,138,2.646720368
Distrito Federal,Álvaro Obregón,1468,2505,1105,44.11177645,810,32.33532934,1070,42.71457086,35,1.397205589
Distrito Federal,Álvaro Obregón,1472,4214,1908,45.27764594,1335,31.68011391,1797,42.64356906,111,2.634076887
Distrito Federal,Álvaro Obregón,1487,4207,1879,44.66365581,1407,33.44425957,1800,42.78583314,79,1.877822676
Distrito Federal,Álvaro Obregón,1519,4697,2177,46.34873323,1394,29.6785182,2078,44.2410049,99,2.107728337
Distrito Federal,Álvaro Obregón,1523,3673,1704,46.39259461,1132,30.8194936,1623,44.18731282,81,2.205281786
Distrito Federal,Álvaro Obregón,1542,1642,855,52.07064555,281,17.11327649,851,51.82704019,4,0.243605359
Distrito Federal,Álvaro Obregón,1557,6184,2772,44.82535576,2058,33.27943079,2640,42.69081501,132,2.13454075
Distrito Federal,Álvaro Obregón,1561,2642,1149,43.48978047,903,34.17865254,1141,43.18697956,8,0.302800908
Distrito Federal,Álvaro Obregón,1580,6923,3114,44.98049978,2360,34.08926766,2933,42.36602629,181,2.614473494
Distrito Federal,Álvaro Obregón,1595,5743,2627,45.74264322,1842,32.07382901,2548,44.36705555,79,1.375587672
Distrito Federal,Álvaro Obregón,1627,5687,2551,44.8566907,1921,33.77879374,2385,41.93775277,166,2.918937929
Distrito Federal,Álvaro Obregón,1631,5312,2441,45.95256024,1671,31.45707831,2309,43.46762048,132,2.484939759
Distrito Federal,Álvaro Obregón,1646,5279,2328,44.09926122,1794,33.98370904,2246,42.54593673,82,1.553324493
Distrito Federal,Álvaro Obregón,1650,4960,2303,46.43145161,1589,32.03629032,2187,44.09274194,116,2.338709677
Distrito Federal,Álvaro Obregón,1665,2702,1210,44.78164323,956,35.38119911,1173,43.41228719,37,1.369356033
Distrito Federal,Álvaro Obregón,167A,7452,3295,44.21631777,2659,35.68169619,3122,41.89479334,173,2.321524423
Distrito Federal,Álvaro Obregón,1684,4995,2451,49.06906907,1573,31.49149149,2328,46.60660661,123,2.462462462
Distrito Federal,Álvaro Obregón,1699,6677,3197,47.88078478,2204,33.0088363,3105,46.50292047,92,1.37786431
Distrito Federal,Álvaro Obregón,1716,7029,3074,43.7331057,2292,32.60776782,2941,41.84094466,133,1.892161047
Distrito Federal,Álvaro Obregón,1720,3014,1354,44.92368945,968,32.11678832,1270,42.13669542,84,2.786994028
Distrito Federal,Álvaro Obregón,1735,8419,3882,46.10998931,2610,31.00130657,3741,44.43520608,141,1.674783228
Distrito Federal,Álvaro Obregón,174A,8319,3784,45.48623633,2532,30.43635052,3589,43.14220459,195,2.344031735
Distrito Federal,Álvaro Obregón,1754,2888,1320,45.70637119,887,30.7132964,1271,44.00969529,49,1.6966759
Distrito Federal,Álvaro Obregón,1769,7285,3369,46.24571036,2357,32.35415237,3213,44.10432395,156,2.14138641
Distrito Federal,Álvaro Obregón,1773,4657,2207,47.39102426,1517,32.57461885,2040,43.80502469,167,3.585999571
Distrito Federal,Álvaro Obregón,1788,4201,1937,46.10806951,1313,31.25446322,1833,43.63246846,104,2.475601047
Distrito Federal,Álvaro Obregón,1792,2952,1370,46.40921409,969,32.82520325,1286,43.56368564,84,2.845528455
Distrito Federal,Álvaro Obregón,1805,3887,1836,47.23437098,1208,31.07795215,1727,44.43015179,109,2.804219192
Distrito Federal,Álvaro Obregón,181A,5583,2555,45.7639262,1754,31.416801,2442,43.73992477,113,2.024001433
Distrito Federal,Álvaro Obregón,1824,5001,2359,47.17056589,1383,27.65446911,2259,45.17096581,100,1.99960008
Distrito Federal,Álvaro Obregón,1839,5213,2369,45.4440821,1613,30.94187608,2183,41.87607903,186,3.568003069
Distrito Federal,Álvaro Obregón,1843,7999,3895,48.6935867,2465,30.81635204,3751,46.89336167,144,1.800225028
Distrito Federal,Álvaro Obregón,1858,10926,5494,50.28372689,3538,32.38147538,5381,49.24949661,113,1.034230276
Distrito Federal,Álvaro Obregón,1881,3364,1752,52.08085612,1070,31.80737218,1701,50.5648038,51,1.516052319
Distrito Federal,Álvaro Obregón,1913,3857,1888,48.94996111,1258,32.61602282,1784,46.25356495,104,2.696396163
Distrito Federal,Álvaro Obregón,1928,2324,1166,50.17211704,735,31.62650602,1112,47.84853701,54,2.323580034
Distrito Federal,Álvaro Obregón,1932,2541,1143,44.98229044,784,30.85399449,1056,41.55844156,87,3.423848878
Distrito Federal,Álvaro Obregón,1947,4512,2092,46.36524823,1579,34.99556738,1996,44.23758865,96,2.127659574
Distrito Federal,Álvaro Obregón,1951,4701,2136,45.43714103,1389,29.54690491,2052,43.65028717,84,1.786853861
Distrito Federal,Álvaro Obregón,1966,3288,1561,47.4756691,1182,35.94890511,1508,45.86374696,53,1.611922141
Distrito Federal,Álvaro Obregón,1970,4163,1892,45.44799423,1435,34.47033389,1785,42.8777324,107,2.57026183
Distrito Federal,Álvaro Obregón,1985,4261,1960,45.99859188,1276,29.94602206,1872,43.93334898,88,2.065242901
Distrito Federal,Álvaro Obregón,199A,3391,1517,44.73606606,1102,32.49778826,1485,43.79239162,32,0.943674432
Distrito Federal,Álvaro Obregón,2019,2998,1334,44.49633089,973,32.45496998,1254,41.82788526,80,2.66844563
Distrito Federal,Álvaro Obregón,2023,3993,1720,43.07538192,1333,33.38342099,1593,39.89481593,127,3.18056599
Distrito Federal,Álvaro Obregón,2038,3684,1708,46.36264929,1098,29.80456026,1617,43.89250814,91,2.470141151
Distrito Federal,Álvaro Obregón,2042,3732,1638,43.89067524,1254,33.60128617,1605,43.00643087,33,0.884244373
Distrito Federal,Álvaro Obregón,2057,4586,2093,45.638901,1491,32.51199302,2016,43.95987789,77,1.679023114
Distrito Federal,Álvaro Obregón,2061,6415,2954,46.04832424,1690,26.34450507,2892,45.08183944,62,0.966484801
Distrito Federal,Álvaro Obregón,2076,2688,1264,47.02380952,845,31.4360119,1206,44.86607143,58,2.157738095
Distrito Federal,Álvaro Obregón,2080,2599,1394,53.63601385,777,29.89611389,1339,51.51981531,55,2.116198538
Distrito Federal,Álvaro Obregón,2095,5291,2528,47.77924778,1645,31.09053109,2373,44.84974485,155,2.92950293
Distrito Federal,Álvaro Obregón,2108,4291,1895,44.16219995,1488,34.67723141,1808,42.13470054,87,2.027499417
Distrito Federal,Álvaro Obregón,2112,9556,4377,45.80368355,3131,32.76475513,4183,43.77354542,194,2.030138133
Distrito Federal,Álvaro Obregón,2131,1847,921,49.86464537,657,35.57119653,862,46.67027612,59,3.194369247
Distrito Federal,Álvaro Obregón,2146,2652,1312,49.47209653,928,34.99245852,1252,47.20965309,60,2.262443439
Distrito Federal,Álvaro Obregón,2150,4498,2345,52.1342819,1474,32.77012005,2196,48.82169853,149,3.31258337
Distrito Federal,Álvaro Obregón,2165,3529,1659,47.01048456,1143,32.38877869,1567,44.40351374,92,2.606970813
Distrito Federal,Álvaro Obregón,2184,2501,1229,49.14034386,767,30.66773291,1145,45.78168733,84,3.358656537
Distrito Federal,Álvaro Obregón,2199,5227,2416,46.22154199,1583,30.28505835,2294,43.88750717,122,2.334034819
Distrito Federal,Álvaro Obregón,2201,2830,1343,47.45583039,899,31.76678445,1303,46.04240283,40,1.413427562
Distrito Federal,Álvaro Obregón,2216,3253,1475,45.34276053,1022,31.4171534,1396,42.91423302,79,2.428527513
Distrito Federal,Álvaro Obregón,2220,3397,1545,45.48130704,1046,30.79187518,1454,42.80247277,91,2.678834266
Distrito Federal,Álvaro Obregón,2235,4172,1855,44.46308725,1368,32.79002876,1759,42.1620326,96,2.30105465
Distrito Federal,Álvaro Obregón,224A,3113,1443,46.35399936,1007,32.34821715,1383,44.42659814,60,1.927401221
Distrito Federal,Álvaro Obregón,2254,4367,2070,47.40096176,1457,33.36386535,1966,45.01946416,104,2.381497596
Distrito Federal,Álvaro Obregón,2269,1758,885,50.34129693,500,28.44141069,870,49.48805461,15,0.853242321
Distrito Federal,Álvaro Obregón,2273,52,25,48.07692308,18,34.61538462,25,48.07692308,0,0
Distrito Federal,Álvaro Obregón,2288,5792,2587,44.66505525,1971,34.02969613,2431,41.97168508,156,2.693370166
Distrito Federal,Álvaro Obregón,2292,5342,2513,47.04230625,1599,29.93260951,2379,44.53388244,134,2.508423811
Distrito Federal,Álvaro Obregón,2305,3566,1569,43.9988783,1100,30.84688727,1513,42.42849131,56,1.570386988
Distrito Federal,Álvaro Obregón,231A,2784,1330,47.77298851,858,30.81896552,1293,46.44396552,37,1.329022989
Distrito Federal,Álvaro Obregón,2324,2789,1263,45.2850484,907,32.52061671,1243,44.5679455,20,0.717102904
Distrito Federal,Álvaro Obregón,2339,2303,1127,48.93617021,591,25.66217977,1118,48.5453756,9,0.390794616
Distrito Federal,Álvaro Obregón,2343,5393,2329,43.18561098,1735,32.17133321,2182,40.45985537,147,2.725755609
Distrito Federal,Álvaro Obregón,2358,2250,1077,47.86666667,614,27.28888889,1075,47.77777778,0,0
Distrito Federal,Álvaro Obregón,2362,2390,1171,48.9958159,743,31.08786611,1104,46.19246862,67,2.80334728
Distrito Federal,Álvaro Obregón,2377,2563,1236,48.22473664,835,32.57900897,1184,46.19586422,52,2.028872415
Distrito Federal,Álvaro Obregón,2381,61,25,40.98360656,22,36.06557377,24,39.3442623,0,0
Distrito Federal,Tláhuac,001A,5312,2280,42.92168675,1784,33.58433735,2172,40.88855422,108,2.03313253
Distrito Federal,Tláhuac,39,6636,2794,42.10367691,2461,37.08559373,2654,39.99397227,140,2.109704641
Distrito Federal,Tláhuac,43,5127,2021,39.41876341,1954,38.11195631,1892,36.90267213,129,2.516091281
Distrito Federal,Tláhuac,58,4119,1851,44.93809177,1440,34.95994173,1772,43.02015052,79,1.917941248
Distrito Federal,Tláhuac,77,3452,1509,43.71378911,1254,36.32676709,1450,42.00463499,59,1.709154114
Distrito Federal,Tláhuac,96,3530,1484,42.03966006,1281,36.28895184,1440,40.79320113,44,1.246458924
Distrito Federal,Tláhuac,113,2777,1170,42.1317969,1042,37.5225063,1129,40.65538351,41,1.476413396
Distrito Federal,Tláhuac,128,3706,1340,36.1575823,1527,41.20345386,1277,34.45763627,63,1.699946033
Distrito Federal,Tláhuac,132,4823,2041,42.3180593,1806,37.44557329,1946,40.34833091,95,1.969728385
Distrito Federal,Tláhuac,147,3110,1259,40.48231511,1201,38.61736334,1197,38.48874598,62,1.993569132
Distrito Federal,Tláhuac,151,1736,737,42.45391705,625,36.00230415,707,40.72580645,30,1.728110599
Distrito Federal,Tláhuac,166,2824,1166,41.28895184,1042,36.898017,1108,39.23512748,58,2.053824363
Distrito Federal,Tláhuac,170,3981,1670,41.94925898,1428,35.87038433,1594,40.04019091,76,1.909068073
Distrito Federal,Tláhuac,185,4041,1676,41.47488245,1475,36.50086612,1576,39.00024746,100,2.474634991
Distrito Federal,Tláhuac,202,4276,1855,43.38166511,1504,35.17305893,1792,41.90832554,63,1.47333957
Distrito Federal,Tláhuac,217,5749,2500,43.48582362,2023,35.18872847,2395,41.65941903,105,1.826404592
Distrito Federal,Tláhuac,240,3239,1251,38.6230318,1270,39.2096326,1190,36.73973449,61,1.883297314
Distrito Federal,Tláhuac,255,1554,650,41.82754183,551,35.45688546,615,39.57528958,35,2.252252252
Distrito Federal,Tláhuac,026A,1743,718,41.19334481,631,36.20195066,682,39.12794033,36,2.065404475
Distrito Federal,Tláhuac,274,3717,1622,43.63734194,1203,32.36481033,1533,41.24293785,89,2.394404089
Distrito Federal,Tláhuac,289,3128,1295,41.40025575,1132,36.18925831,1239,39.60997442,56,1.79028133
Distrito Federal,Tláhuac,306,2672,1181,44.1991018,878,32.85928144,1116,41.76646707,65,2.432634731
Distrito Federal,Tláhuac,310,3583,1587,44.29249232,1243,34.69159922,1523,42.50627965,64,1.786212671
Distrito Federal,Tláhuac,325,3795,1663,43.82081686,1341,35.33596838,1587,41.81818182,76,2.002635046
Distrito Federal,Tláhuac,344,1211,542,44.75639967,461,38.06771263,504,41.61849711,38,3.13790256
Distrito Federal,Tláhuac,359,2322,1019,43.88458226,829,35.70198105,956,41.17140396,63,2.713178295
Distrito Federal,Tláhuac,363,2674,1073,40.12715034,1013,37.88332087,1015,37.95811518,58,2.169035153
Distrito Federal,Tláhuac,378,2289,924,40.36697248,858,37.4836173,867,37.8768021,57,2.49017038
Distrito Federal,Tláhuac,382,1101,444,40.32697548,412,37.42052679,437,39.69118983,7,0.635785649
Distrito Federal,Tláhuac,397,1705,676,39.64809384,673,39.47214076,656,38.47507331,20,1.173020528
Distrito Federal,Tláhuac,040A,1589,648,40.78036501,572,35.99748269,622,39.1441158,26,1.636249213
Distrito Federal,Tláhuac,414,1718,700,40.74505239,679,39.52270081,657,38.24214203,43,2.502910361
Distrito Federal,Tláhuac,433,2537,1052,41.46629878,1022,40.28379976,1017,40.08671659,35,1.379582184
Distrito Federal,Tláhuac,448,1500,650,43.33333333,564,37.6,614,40.93333333,36,2.4
Distrito Federal,Tláhuac,452,10616,4461,42.02147702,3725,35.08854559,4225,39.79841748,236,2.223059533
Distrito Federal,Tláhuac,575,5616,2265,40.33119658,2011,35.80840456,2142,38.14102564,123,2.19017094
Distrito Federal,Tláhuac,594,7827,3349,42.78778587,2511,32.08125719,3194,40.80746135,155,1.980324518
Distrito Federal,Tláhuac,607,5871,2452,41.76460569,1952,33.24816897,2322,39.55033214,130,2.214273548
Distrito Federal,Tláhuac,626,3857,1619,41.97562873,1443,37.41249676,1573,40.78299196,46,1.192636764
Distrito Federal,Tláhuac,630,2748,1228,44.68704512,970,35.29839884,1164,42.3580786,64,2.328966521
Distrito Federal,Tláhuac,645,5027,2130,42.37119554,1832,36.44320668,2035,40.48140044,95,1.889795106
Distrito Federal,Tláhuac,065A,3601,1388,38.54484865,1370,38.0449875,1326,36.82310469,62,1.72174396
Distrito Federal,Tláhuac,664,6464,2782,43.03836634,2208,34.15841584,2675,41.38304455,107,1.655321782
Distrito Federal,Tláhuac,679,3655,1508,41.25854993,1292,35.34883721,1408,38.52257182,100,2.735978112
Distrito Federal,Tláhuac,753,6697,2781,41.52605644,2376,35.4785725,2667,39.8238017,114,1.702254741
Distrito Federal,Tláhuac,768,45,13,28.88888889,11,24.44444444,13,28.88888889,0,0
Distrito Federal,Tláhuac,772,1728,710,41.08796296,549,31.77083333,674,39.00462963,36,2.083333333
Distrito Federal,Tláhuac,804,129,58,44.96124031,34,26.35658915,58,44.96124031,0,0
Distrito Federal,Tláhuac,819,1248,520,41.66666667,464,37.17948718,472,37.82051282,48,3.846153846
Distrito Federal,Tláhuac,823,322,143,44.40993789,84,26.08695652,139,43.16770186,4,1.242236025
Distrito Federal,Tláhuac,927,4052,1636,40.3751234,1497,36.94471866,1594,39.33859822,42,1.036525173
Distrito Federal,Tláhuac,931,3712,1462,39.38577586,1364,36.74568966,1376,37.06896552,86,2.316810345
Distrito Federal,Tláhuac,946,3715,1620,43.60699865,1279,34.42799462,1547,41.64199192,73,1.965006729
Distrito Federal,Tláhuac,950,7574,3153,41.62925799,2722,35.93873779,3014,39.79403222,139,1.835225772
Distrito Federal,Tláhuac,984,4032,1594,39.53373016,1605,39.80654762,1541,38.21924603,53,1.314484127
Distrito Federal,Tláhuac,999,2757,1130,40.98657962,1026,37.21436344,1037,37.61334784,93,3.373231774
Distrito Federal,Tláhuac,1056,1932,882,45.65217391,671,34.73084886,846,43.78881988,36,1.863354037
Distrito Federal,Tláhuac,1075,2103,1053,50.07132668,685,32.57251545,1025,48.73989539,28,1.331431289
Distrito Federal,Tláhuac,108A,2105,1030,48.93111639,685,32.5415677,981,46.60332542,49,2.327790974
Distrito Federal,Tláhuac,1094,451,194,43.01552106,151,33.48115299,166,36.80709534,28,6.208425721
Distrito Federal,Tláhuac,1111,4447,1930,43.40004497,1455,32.71868676,1840,41.37620868,90,2.023836294
Distrito Federal,Tláhuac,1145,3241,1451,44.77013268,1112,34.31039803,1397,43.10398025,54,1.666152422
Distrito Federal,Tláhuac,122A,3562,1466,41.15665357,1187,33.32397529,1398,39.2476137,68,1.909039865
Distrito Federal,Tláhuac,1234,2710,1208,44.57564576,930,34.31734317,1140,42.06642066,68,2.509225092
Distrito Federal,Tláhuac,1249,4592,1940,42.24738676,1646,35.84494774,1848,40.24390244,92,2.003484321
Distrito Federal,Tláhuac,1253,2658,1185,44.58239278,930,34.98871332,1133,42.62603461,52,1.956358164
Distrito Federal,Tláhuac,1268,3358,1425,42.43597379,1241,36.95652174,1376,40.97677189,49,1.459201906
Distrito Federal,Tláhuac,1272,2278,1040,45.65408253,752,33.01141352,998,43.81035996,42,1.843722564
Distrito Federal,Tláhuac,1287,2056,926,45.03891051,707,34.38715953,883,42.94747082,43,2.091439689
Distrito Federal,Tláhuac,1291,3013,1341,44.50713575,1086,36.04381016,1272,42.21705941,69,2.290076336
Distrito Federal,Tláhuac,1304,1307,617,47.20734507,447,34.20045907,588,44.98852334,29,2.218821729
Distrito Federal,Tláhuac,1319,1931,898,46.50440186,652,33.76488866,875,45.31330917,23,1.191092698
Distrito Federal,Tláhuac,1323,756,365,48.28042328,227,30.02645503,356,47.08994709,9,1.19047619
Distrito Federal,Tláhuac,1338,3170,1339,42.23974763,1081,34.10094637,1307,41.23028391,32,1.009463722
Distrito Federal,Tláhuac,1342,1053,490,46.5337132,361,34.28300095,485,46.05887939,5,0.474833808
Distrito Federal,Tláhuac,1357,7707,3291,42.70144025,2448,31.76333204,3175,41.19631504,116,1.505125211
Distrito Federal,Tláhuac,1361,4460,1955,43.83408072,1494,33.49775785,1853,41.5470852,102,2.286995516
Distrito Federal,Tláhuac,1376,6883,3035,44.09414499,2177,31.6286503,2948,42.83016127,87,1.263983728
Distrito Federal,Tláhuac,1380,1185,473,39.91561181,379,31.98312236,447,37.72151899,26,2.194092827
Distrito Federal,Tláhuac,1395,1021,383,37.5122429,349,34.18217434,379,37.12047013,4,0.391772772
Distrito Federal,Tláhuac,1412,2347,941,40.09373669,739,31.48700469,908,38.68768641,33,1.406050277
Distrito Federal,Tláhuac,1427,5154,2153,41.7733799,1846,35.81684129,2068,40.1241754,85,1.649204501
Distrito Federal,Tláhuac,1431,3666,1518,41.40752864,1226,33.44244408,1442,39.33442444,76,2.073104201
Distrito Federal,Tláhuac,1446,3527,1453,41.19648426,1231,34.90218316,1382,39.18344202,71,2.013042246
Distrito Federal,Tláhuac,1450,2170,801,36.9124424,795,36.6359447,791,36.4516129,10,0.460829493
Distrito Federal,Tláhuac,1465,3652,1593,43.61993428,1263,34.5837897,1547,42.36035049,46,1.25958379
Distrito Federal,Tláhuac,147A,4416,1900,43.02536232,1439,32.58605072,1817,41.14583333,83,1.879528986
Distrito Federal,Tláhuac,1484,5516,2293,41.56997825,2044,37.05583756,2184,39.59390863,109,1.976069616
Distrito Federal,Tláhuac,1499,5793,2355,40.65251165,2062,35.59468324,2247,38.78819265,108,1.864319006
Distrito Federal,Tláhuac,1535,356,143,40.16853933,121,33.98876404,141,39.60674157,0,0
Distrito Federal,Tláhuac,154A,1931,815,42.20611082,612,31.6934231,785,40.65251165,30,1.553599171
Distrito Federal,Tláhuac,072A,4780,1830,38.28451883,1960,41.0041841,1764,36.90376569,66,1.380753138
Distrito Federal,Tláhuac,1037,4093,1553,37.94282922,1606,39.23772294,1530,37.38089421,23,0.561935011
Distrito Federal,Tláhuac,1041,4437,1676,37.77327023,1723,38.83254451,1649,37.16475096,27,0.60851927
Distrito Federal,Tláhuac,787,1320,535,40.53030303,485,36.74242424,511,38.71212121,24,1.818181818
Distrito Federal,Tláhuac,791,375,151,40.26666667,136,36.26666667,151,40.26666667,0,0
Distrito Federal,Tláhuac,1003,9254,3921,42.37086665,3289,35.54138751,3763,40.66349687,158,1.707369786
Distrito Federal,Tláhuac,1018,3158,1281,40.56364788,1292,40.9119696,1226,38.82203927,55,1.741608613
Distrito Federal,Tláhuac,1022,2288,975,42.61363636,812,35.48951049,919,40.16608392,56,2.447552448
Distrito Federal,Tláhuac,115A,7659,3316,43.29546938,2631,34.35174305,3156,41.20642382,160,2.089045567
Distrito Federal,Tláhuac,1516,66,25,37.87878788,17,25.75757576,24,36.36363636,0,0
Distrito Federal,Tláhuac,734,2350,939,39.95744681,891,37.91489362,902,38.38297872,37,1.574468085
Distrito Federal,Tláhuac,749,224,108,48.21428571,67,29.91071429,106,47.32142857,0,0
Distrito Federal,Tláhuac,1183,942,392,41.61358811,330,35.03184713,363,38.53503185,29,3.078556263
Distrito Federal,Tláhuac,1408,652,246,37.73006135,242,37.11656442,242,37.11656442,4,0.613496933
Distrito Federal,Tláhuac,1520,78,26,33.33333333,21,26.92307692,25,32.05128205,0,0
Distrito Federal,Tláhuac,965,4287,1654,38.58175881,1589,37.065547,1568,36.57569396,86,2.006064847
Distrito Federal,Tláhuac,097A,4462,1780,39.89242492,1633,36.59793814,1699,38.07709547,81,1.815329449
Distrito Federal,Tláhuac,1164,773,353,45.66623545,255,32.98835705,338,43.72574386,15,1.940491591
Distrito Federal,Tláhuac,1501,41,13,31.70731707,16,39.02439024,13,31.70731707,0,0
Distrito Federal,Tlalpan,17,1892,1001,52.90697674,556,29.38689218,958,50.63424947,43,2.272727273
Distrito Federal,Tlalpan,21,653,316,48.39203675,258,39.50995406,302,46.24808576,14,2.143950995
Distrito Federal,Tlalpan,40,1640,783,47.74390244,563,34.32926829,768,46.82926829,15,0.914634146
